Home offset is 0
angle (deg)	photocurrent
86.8999999999993	0.000134646666666667
86.9999999999993	0.000134596666666667
87.0999999999993	0.000134553333333333
87.1999999999993	0.000134496666666667
87.2999999999993	0.000134473333333333
87.3999999999993	0.00013443
87.4999999999993	0.000134383333333333
87.5999999999993	0.00013434
87.6999999999993	0.00013427
87.7999999999993	0.000134186666666667
87.8999999999993	0.000134143333333333
87.9999999999993	0.000134073333333333
88.0999999999993	0.000134046666666667
88.1999999999993	0.00013394
88.2999999999993	0.000133896666666667
88.3999999999993	0.000133816666666667
88.4999999999992	0.000133746666666667
88.5999999999992	0.00013367
88.6999999999992	0.00013362
88.7999999999992	0.000133543333333333
88.8999999999992	0.000133496666666667
88.9999999999992	0.000133406666666667
89.0999999999992	0.00013334
89.1999999999992	0.000133283333333333
89.2999999999992	0.00013321
89.3999999999992	0.000133143333333333
89.4999999999992	0.000133096666666667
89.5999999999992	0.000133013333333333
89.6999999999992	0.00013292
89.7999999999992	0.000132836666666667
89.8999999999992	0.00013277
89.9999999999992	0.000132683333333333
90.0999999999992	0.000132646666666667
90.1999999999992	0.00013251
90.2999999999991	0.000132456666666667
90.3999999999991	0.000132373333333333
90.4999999999991	0.000132303333333333
90.5999999999991	0.000132216666666667
90.6999999999991	0.000132163333333333
90.7999999999991	0.00013205
90.8999999999991	0.00013196
90.9999999999991	0.00013192
91.0999999999991	0.00013181
91.1999999999991	0.000131736666666667
91.2999999999991	0.000131706666666667
91.3999999999991	0.00013162
91.4999999999991	0.00013155
91.5999999999991	0.00013147
91.6999999999991	0.000131393333333333
91.7999999999991	0.000131323333333333
91.8999999999991	0.000131143333333333
91.999999999999	0.000131103333333333
92.099999999999	0.00013101
92.199999999999	0.00013091
92.299999999999	0.00013085
92.399999999999	0.00013074
92.499999999999	0.000130646666666667
92.599999999999	0.000130573333333333
92.699999999999	0.000130476666666667
92.799999999999	0.00013037
92.899999999999	0.000130253333333333
92.999999999999	0.00013021
93.099999999999	0.000130083333333333
93.199999999999	0.000129946666666667
93.299999999999	0.00012981
93.399999999999	0.000129713333333333
93.499999999999	0.00012967
93.599999999999	0.000129573333333333
93.699999999999	0.000129466666666667
93.7999999999989	0.000129373333333333
93.8999999999989	0.000129273333333333
93.9999999999989	0.000129153333333333
94.0999999999989	0.00012907
94.1999999999989	0.000128926666666667
94.2999999999989	0.000128883333333333
94.3999999999989	0.000128783333333333
94.4999999999989	0.000128693333333333
94.5999999999989	0.000128526666666667
94.6999999999989	0.00012841
94.7999999999989	0.000128366666666667
94.8999999999989	0.000128266666666667
94.9999999999989	0.000128136666666667
95.0999999999989	0.000128023333333333
95.1999999999989	0.0001279
95.2999999999989	0.000127796666666667
95.3999999999989	0.000127663333333333
95.4999999999988	0.000127556666666667
95.5999999999988	0.00012745
95.6999999999988	0.00012729
95.7999999999988	0.000127206666666667
95.8999999999988	0.000127093333333333
95.9999999999988	0.000126973333333333
96.0999999999988	0.000126843333333333
96.1999999999988	0.00012676
96.2999999999988	0.00012657
96.3999999999988	0.00012656
96.4999999999988	0.000126423333333333
96.5999999999988	0.000126256666666667
96.6999999999988	0.000126223333333333
96.7999999999988	0.000126073333333333
96.8999999999988	0.000125966666666667
96.9999999999988	0.000125813333333333
97.0999999999988	0.000125693333333333
97.1999999999988	0.000125503333333333
97.2999999999987	0.000125366666666667
97.3999999999987	0.000125263333333333
97.4999999999987	0.0001251
97.5999999999987	0.000124966666666667
97.6999999999987	0.000124896666666667
97.7999999999987	0.000124703333333333
97.8999999999987	0.00012456
97.9999999999987	0.000124466666666667
98.0999999999987	0.00012434
98.1999999999987	0.00012417
98.2999999999987	0.00012404
98.3999999999987	0.000123913333333333
98.4999999999987	0.000123766666666667
98.5999999999987	0.00012364
98.6999999999987	0.000123503333333333
98.7999999999987	0.000123393333333333
98.8999999999987	0.000123233333333333
98.9999999999987	0.000123146666666667
99.0999999999986	0.000122973333333333
99.1999999999986	0.00012287
99.2999999999986	0.00012274
99.3999999999986	0.000122636666666667
99.4999999999986	0.000122493333333333
99.5999999999986	0.00012233
99.6999999999986	0.000122226666666667
99.7999999999986	0.000122063333333333
99.8999999999986	0.000121906666666667
99.9999999999986	0.00012179
100.099999999999	0.000121603333333333
